descrizione;likes;retweets;data
RT @ANSA_Lifestyle: Secondo quanto emerge da una ricerca Acri-Ipsos cresce il divario tra chi ha subito dei danni economici e teme di non…;0;6;2020-10-30 17:24
Nuovo aumento dei casi positivi al Covid, oltre 31 mila. Secondo i dati Iss-Ministero Salute 11 regioni a rischio. L'indice Rt è a 1,7. La percentuale dei positivi sui tamponi effettuati supera il 10%.  #ANSA #Covid #Iss  @istsupsan @MinisteroSalute  https://t.co/kjkWQdwVMe;14;7;2020-10-30 17:50
"Aumenta il numero dei contagiati da Covid-19 in Italia e in alcune Regioni entrano in vigore misure restrittive. Il presidente della Regione Vincenzo De Luca attacca il governo per ""fortissimi ritardi nelle decisioni"".  #ANSA #Covid @VincenzoDeLuca  https://t.co/Npsts6hbcB";9;5;2020-10-30 18:04
#Covid, nelle Marche dal 3 novembre didattica a distanza al 100%  #ANSA https://t.co/NLbXd2HmHJ;38;13;2020-10-30 19:40
Manifestazione a #Firenze contro il #Dpcm, la polizia carica  #Coronavirus #ANSA https://t.co/yOuTd88osH;87;30;2020-10-30 21:59
#Coronavirus, sale ancora il numero dei nuovi contagi in Italia. Sono oltre 31mila  #ANSA https://t.co/4FNWY9jS9c;15;9;2020-10-31 06:30
#Halloween a casa e sui social, ecco come non rinunciare alla festa nell'anno del #Covid #ANSA #ANSALifestyle https://t.co/lQF85oDJa6;14;3;2020-10-31 07:20
Identificate in Italia 5 varianti del nuovo #Coronavirus  #ANSA #ANSAScienza https://t.co/LJh9Lmc2VX;74;25;2020-10-31 08:00
Identificate in Italia 5 varianti del nuovo #Coronavirus  #ANSA #ANSAScienza https://t.co/aLLPReFHYc;58;21;2020-10-31 09:55
#Covid: il cardinale #Bassetti, presidente della #Cei, trasferito in ospedale. Positivo anche l'arcivescovo di Milano Mario Delpini #ANSA https://t.co/YxKov44ZVI;26;17;2020-10-31 10:31
#Covid: più duro per le lavoratrici, persi 470.000 posti #lavoro #economia #ANSA https://t.co/wx39NnQSXQ;27;18;2020-10-31 11:13
#Covid, Conte: 'Al lavoro per capire se servono nuove misure'  #ANSA https://t.co/GAeyGdlYte;74;14;2020-10-31 12:14
Inchiesta sulle #mascherine: 2 anni e mezzo a un imprenditore  #covid #ANSA https://t.co/1qXU807fyv;18;11;2020-10-31 14:22
#Covid Gentiloni, inevitabili decisioni drastiche. Sforzarsi di salvaguardare lavoro e istruzione #ANSA https://t.co/eJpwWIMmKx https://t.co/L0pSq0jr4V;37;15;2020-10-31 16:05
#Covid L'Austria torna in lockdown, ristoranti e hotel chiusi Fino al 30 novembre #ANSA https://t.co/ghxSfKvIJQ;36;21;2020-10-31 16:38
#Covid: oltre 31mila casi, 297 morti. Convocata una riunione urgente del #Cts #ANSA https://t.co/6QS9HiNnK2;68;26;2020-10-31 16:46
Covid: Conte accelera ipotesi nuovo dpcm lunedì. Premier potrebbe riferire in Parlamento sempre lunedì #ANSA https://t.co/L7XA4NcrgZ;77;39;2020-10-31 18:03
#Covid: i #lockdown e l'Europa, le misure in ogni Paese  #ANSA https://t.co/AD7BvTMFWS;15;12;2020-10-31 18:51
L'Inghilterra in #lockdown, serrata in Austria e Grecia.  #Johnson: 'Se non agiamo ci saranno migliaia di morti al giorno' #Covid #ANSA https://t.co/6mWD4RFFMW https://t.co/Uq0Mc8AEm8;94;26;2020-10-31 19:37
#Conte sente le opposizioni. Ipotesi di un nuovo Dpcm lunedì #Covid #ANSA https://t.co/BIysxmMOWT https://t.co/1ZFll3HDTr;80;20;2020-10-31 19:56
#Cts: 'Lockdown provinciali e rivedere il trasporto pubblico. Ma attendere qualche giorno prima delle nuove misure' #Covid #ANSA https://t.co/JspCVY12Qt https://t.co/Z7MG9N5qh1;112;24;2020-10-31 22:09
#Cts: 'Lockdown provinciali e rivedere il trasporto pubblico. Ma attendere qualche giorno prima delle nuove misure' #Covid #ANSA https://t.co/JspCVY12Qt https://t.co/Z7MG9N5qh1;38;14;2020-11-01 06:20
L'Inghilterra in #lockdown, serrata in Austria e Grecia.  #Johnson: 'Se non agiamo ci saranno migliaia di morti al giorno' #Covid #ANSA https://t.co/6mWD4RFFMW https://t.co/Uq0Mc8AEm8;21;10;2020-11-01 06:45
#Conte chiede un tavolo bipartisan. Ma il centrodestra: 'E' tardi'. Ipotesi di un nuovo Dpcm lunedì #Covid #ANSA https://t.co/BIysxmMOWT https://t.co/1ZFll3HDTr;40;13;2020-11-01 06:50
#Covid: i #lockdown e l'Europa, le misure in ogni Paese  #ANSA https://t.co/AD7BvTMFWS;16;14;2020-11-01 07:00
#Covid: Speranza, curva terrificante, 48 ore per una stretta #ANSA https://t.co/7tNgjtU7YN;73;23;2020-11-01 07:39
#Covid: il governo accelera, valuta la stretta: le ipotesi sul tavolo, dalla #scuola alle zone rosse. #Dpcm atteso lunedì #ANSA https://t.co/wM2kY0krDm;25;9;2020-11-01 08:19
#Covid: in corso la riunione tra ministri ed enti locali sulle misure da adottare #ANSA https://t.co/LHQxeVpgVp;62;19;2020-11-01 09:17
"Mattarella in un cimitero nel Bresciano, applaudito dalla gente. ""Basta egoismi, uniti per combattere il #Covid"" #ANSA https://t.co/uyMHABCtdx";217;27;2020-11-01 10:56
#Immuni: 9,5 milioni di #download, #Lombardia prima per notifiche #appimmuni #covid #coronavirus #ANSA https://t.co/a6NHUeK008;35;7;2020-11-01 10:57
"Vertice governo-enti locali sulle misure per frenare la seconda ondata di #Covid. Pressing di alcune regioni: ""No al #lockdown generale, limitare gli spostamenti degli over 70"" #ANSA  https://t.co/rfhhPTjEYf";12;5;2020-11-01 11:38
#Covid, al lavoro sul numero reale dei #contagi  #ANSA https://t.co/HQHWUXnmb9;10;7;2020-11-01 11:40
#Scuola: sui banchi le foto degli #studenti in didattica a distanza  #covid #faenza #dad #ANSA https://t.co/KtlaCtPAU5;26;5;2020-11-01 12:46
"Toti: ""Anziani non indispensabili per lo sforzo produttivo del Paese"". Scoppia la bufera. Poi spiega con un secondo tweet: ""Sono stato frainteso"" #covid #coronavirus #ANSA https://t.co/HWj2JoHZ3i";108;30;2020-11-01 13:21
Bonaccini positivo al #Covid, è asintomatico  #ANSA https://t.co/FTkXucVQ9G;136;33;2020-11-01 14:26
#Covid contagi in Italia sotto quota 30 mila, vittime 208, ma con oltre 30 mila tamponi in meno. +96 terapie intensive, ricoverati quasi 19mila  #ANSA https://t.co/u9MOKeKUum;39;9;2020-11-01 16:06
#Covid tre nuovi casi locali in	Cina. Ieri nessun decesso e 21 infezioni importate #ANSA	https://t.co/UiTv9B874g;36;11;2020-11-01 17:09
#Covid: contagi sotto quota 30mila, vittime 208. Ma con oltre 32mila tamponi in meno. Sale ancora rapporto positivi/tamponi, 16,3%  #ANSA https://t.co/jU8MoAneVe https://t.co/6lYyCl8tMs;38;12;2020-11-01 17:16
#Covid: le Regioni per il coprifuoco. Per #Conte misure diverse per zone, in base alla diffusione territoriale del virus #ANSA https://t.co/Kmbdk1bcH4 https://t.co/0GrvSFhhUz;82;27;2020-11-01 19:07
#Covid: coprifuoco e over 70, è braccio di ferro Governo-Regioni  #ANSA https://t.co/673jvt49iC https://t.co/4oy2bD1c6M;53;17;2020-11-01 19:17
#Covid, la firma del nuovo Dpcm potrebbe slittare a martedì, per risolvere i nodi ancora aperti tra governo e Regioni. Franceschini, chiuderanno anche i musei  #ANSA https://t.co/tox00VzY6I https://t.co/Nzp2GMhgtB;90;25;2020-11-01 20:43
"#Covid: ipotesi di un coprifuoco dalle 21. Si cerca un compromesso, slitta il Dpcm. Nelle aree a maggior contagio, si pensa a bar e ristoranti chiusi anche a pranzo; didattica a distanza anche in seconda media  #ANSA https://t.co/k95Ehskno0 https://t.co/wEmRrXWdC7";119;33;2020-11-01 22:32
Covid: William infettato ad aprile, lo tenne nascosto. Lo svelano i media. Contagio poco dopo quello del principe Carlo #ANSA https://t.co/LSM46JofEA;36;8;2020-11-02 01:35
#Covid: contagi sotto quota 30mila, vittime 208. Ma con oltre 32mila tamponi in meno. Sale ancora rapporto positivi/tamponi, 16,3%  #ANSA https://t.co/jU8MoAneVe https://t.co/6lYyCl8tMs;13;3;2020-11-02 06:30
"#Covid: ipotesi di un coprifuoco dalle 21. Si cerca un compromesso, slitta il Dpcm. Nelle aree a maggior contagio, si pensa a bar e ristoranti chiusi anche a pranzo; didattica a distanza anche in seconda media  #ANSA https://t.co/k95Ehskno0 https://t.co/wEmRrXWdC7";16;9;2020-11-02 06:45
Appello di #Mattarella: 'Basta egoismi, uniti nel contrasto al #Covid' #ANSA https://t.co/gHjNAICqdW https://t.co/NPvv5zBvvE;72;15;2020-11-02 07:00
#Gualtieri assicura 'Risorse e aiuti finché serve'  #Covid #ANSA https://t.co/VJHNYNi8jF https://t.co/VRdosH83Zd;16;4;2020-11-02 07:30
#Covid Verso il #coprifuoco nazionale alle 21 #dpcm #ANSA https://t.co/SazC1a1WAb;71;12;2020-11-02 09:58
#Covid #Dpcm Verso coprifuoco nazionale alle 21 e zone rosse- LA DIRETTA #ANSA https://t.co/lvhkId4m71;40;17;2020-11-02 11:12
Conte: 'In Italia situazione è in peggioramento. Curva contagi impone nuovo misure'  DIRETTA #ANSA  https://t.co/MnNu3K5fuF;23;7;2020-11-02 11:23
#Covid Conte: 'Quadro in transizione verso scenario 4. Con particolare riferimento ad alcune regioni. In 15 Regioni terapie intensive a rischio tra 1 mese' DIRETTA #ANSA https://t.co/WghKJ4UYT3;42;9;2020-11-02 11:35
#Covid Conte: 'strategie misure da modulare in base a Regioni. Nel prossimo dpcm indicheremo 3 aree con tre scenari di rischio con misure via via più restrittive' DIRETTA #ANSA  https://t.co/duQsbY5WD3;41;16;2020-11-02 11:43
#Covid Conte: 'Limiti a spostamenti da e verso Regioni a rischio. A livello nazionale chiudiamo mostre e musei. Chiusi i centri commerciali nel weekend ed i corner giochi' DIRETTA #ANSA https://t.co/IfsdhYfbfU;99;31;2020-11-02 11:46
#Covid  Conte: 'Faremo tutti gli sforzi finanziari a sostegno del lavoro. Scuole di secondo grado in Dad. Riduzione 50% limite mezzi pubblici' #ANSA https://t.co/KqQTG265k4;53;18;2020-11-02 11:57
#Covid-19 Le comunicazioni di #Conte sulla situazione epidemiologica e sulle eventuali ulteriori misure per fronteggiare l’emergenza #dpcm @GiuseppeConteIT IL DOCUMENTO #ANSA https://t.co/OueHBFhURf;18;7;2020-11-02 13:55
Francesco #Totti positivo al #Covid19 @Totti #ANSA https://t.co/CHbCZIXhuK;35;16;2020-11-02 13:56
#Coronavorus, Ordine dei medici di Milano chiede il lockdown immediato per la città: 'Situazione insostenibile per ospedali e medicina territoriale'  #ANSA https://t.co/RpWFl4lV4N;109;40;2020-11-02 15:20
#Coronavirus, contagi sopra 22 mila. Pazienti in terapia intensiva oltre quota 2 mila  #ANSA https://t.co/ifvIn4vxJC;25;10;2020-11-02 16:39
#Covid: Johnson, un vaccino è possibile in primavera #ANSA https://t.co/lybYE36vPm;12;5;2020-11-02 16:59
Il premier @GiuseppeConteIT in Senato: 'Regioni divise in tre fasce, misure conseguenti. Le zone con scenario 4 avranno le misure più restrittive' #ANSA https://t.co/Jk8CguQNQl;104;31;2020-11-02 17:49
RT @ANSA_Motori: Con il covid diminuisce la mobilità sia pubblica che privata, aumenta la micromobilità #ANSAmotori https://t.co/mlYk0FmlX8;0;2;2020-11-02 18:29
#Covid, Merkel: 'Quattro mesi lunghi, lontana la fine del tunnel' #ANSA https://t.co/RzQ1q1MUPF;30;10;2020-11-02 18:34
"Trump minaccia di licenziare Fauci. Biden: ""Teniamo Fauci, licenziamo Trump"" #Usa2020 #elezioni #covid #ANSA https://t.co/GQkgKBiM2q";276;38;2020-11-02 19:12
Calabria,Piemonte e Lombardia a rischio misure restrittive sulla base dell'ultimo monitoraggio. Ma attesi nuovi dati per domani  #ANSA https://t.co/IcVVZEEQRc;61;23;2020-11-02 19:46
#Covid: Calabria, Piemonte e Lombardia a rischio misure restrittive sulla base dell'ultimo monitoraggio. Ma attesi nuovi dati  #ANSA https://t.co/IcVVZEEQRc;68;15;2020-11-03 07:00
"Trump minaccia di licenziare Fauci. Biden: ""Teniamo Fauci, licenziamo Trump"" #Usa2020 #elezioni #covid #ANSA https://t.co/GQkgKBiM2q";79;16;2020-11-03 07:30
Zampa il nuovo #Dpcm entro stasera. Non sarà #lockdown rigido ma light sul modello tedesco #COVID-19 #ANSA https://t.co/0suxUQcyOB;108;23;2020-11-03 10:39
"La sottosegretaria Zampa: ""Il nuovo #dpcm entro stasera"" #Covid-19 #ANSA https://t.co/lrzqETpJNi";15;5;2020-11-03 11:07
RT @AnsaScienza: #Covid: segni di rallentamento, ma la curva è lontana dal frenare Sestili, una settimana per avere la risposta #GiorgioSes…;0;11;2020-11-03 11:28
#Covid19 Verso cdm giovedì per nuovo decreto ristori #ANSA https://t.co/aHFQYL0f9y;21;8;2020-11-03 12:00
#Covid19 Bolzano ed altri dieci	comuni	sono zona rossa	#ANSA https://t.co/fHvnjfEVAU;31;14;2020-11-03 13:09
Allarme dei medici: 'La preoccupazione è che questa seconda ondata non sia una mareggiata, ma uno tsunami che potrebbe travolgere il sistema sanitario' #Covid #ANSA https://t.co/ROoPiQys5d;67;27;2020-11-03 14:16
Il cardinale #Bassetti trasferito in terapia intensiva. Il presidente della #Cei è 'vigile e collaborante' #ANSA #coronavirus https://t.co/HrXOVxeXEK;11;3;2020-11-03 15:36
#CarloConti, 'quale peggioramento, sono solo arrivati i sintomi'. 'Nessun tono allarmistico, soltanto il decorso del #Covid'.  #ANSA #coronavirus https://t.co/YjXzZmwCwS;86;4;2020-11-03 16:07
Tornano a salire i nuovi contagiati da #coronavirus in Italia: sono 28.244.  Le vittime sono 353 in 24 ore, mai così tanti da inizio maggio #ANSA https://t.co/e8VSvuTFRT;131;44;2020-11-03 16:22
Nuovo aumento di casi positivi al Covid-19 in Italia: oltre 31 mila. Secondo il monitoraggio Iss-Ministero Salute sono a rischio 11 Regioni e 5 sono nello scenario 4.   #ANSA #covid #Iss  @Ministerosalute @istsupsan @robersperanza @GiuseppeConteIT   https://t.co/TQ1ZsRFudT;21;16;2020-11-03 16:32
Il nuovo #Dpcm entro stanotte. Pronta la bozza: coprifuoco dalle 22 alle 5;91;31;2020-11-03 17:08
#Covid, il rapporto tra positivi e tamponi è di circa il 15,5% nelle ultime 24 ore, in base ai dati del Ministero della Salute. E' in calo rispetto a ieri #ANSA https://t.co/BvLyvnDYWz;40;12;2020-11-03 17:21
La bozza del #Dpcm: trasporto pubblico al 50% della capienza, esclusi scuolabus. #Smartworking ai massimi livelli possibili #Covid #ANSA https://t.co/YoZHOezGxR;41;10;2020-11-03 17:29
#Milano, imbrattati i murales dedicati ai medici #Covid #ANSA https://t.co/8nYo1VF4J6;51;14;2020-11-03 17:56
#Usa2020 #Cnn: per 34% elettori e l'economia è il tema più importante alle elezioni, Covid al 18% #Elections2020 #ANSA  https://t.co/NgBLjhETeQ;14;7;2020-11-03 23:16
#Covid Conte firma nuovo Dcpm, nelle prossime ore in Gazzetta.  Impianto del testo non cambia ma in zone rosse restano aperti parrucchieri  #ANSA  https://t.co/UEcoyGmTaF;76;30;2020-11-03 23:46
Misure restrittive in aree rosse e arancioni da venerdì #ANSA #coronavirus https://t.co/PwyvKx8kc5;67;22;2020-11-04 17:52
A #Milano  imbrattati i murales dedicati ai medici #Covid #ANSA https://t.co/8nYo1VF4J6;41;17;2020-11-04 06:30
Allarme dei medici: 'La preoccupazione è che questa seconda ondata non sia una mareggiata, ma uno tsunami che potrebbe travolgere il sistema sanitario' #Covid #ANSA https://t.co/ROoPiQys5d;67;26;2020-11-04 07:00
"RT @ANSA_Lifestyle: Il primo bilancio, ""ancora parziale"", degli effetti del #lockdown primaverile sul mercato occupazionale conta, tra il s…";0;6;2020-11-04 08:42
"Camila Raznovich: ""Sono positiva al Covid, ma in miglioramento"" #ANSA https://t.co/dIEsZJ6ZRq";45;4;2020-11-04 10:10
#Covid, #Italia parte con i test in fase 3 del vaccino #Oxford - #AstraZeneca  #ANSA #coronavirus #salute https://t.co/AWcVsOhAgW;66;13;2020-11-04 14:29
#Covid, #Oms: '3,3 milioni di casi in 7 giorni, metà in #Europa'. Nel Vecchio Continente +22% rispetto alla settimana precedente #ANSA #coronavirus @WHO @DrTedros https://t.co/glBc31HQBl;14;8;2020-11-04 14:57
Post-sisma e #Covid, le difficoltà degli studenti di #Norcia. La didattica a distanza è stata un altro duro colpo per i giovani delle superiori (e non solo). Le testimonianze di Federico e Arianna - VIDEO #ANSA https://t.co/MTXFPWg4XT;17;4;2020-11-04 15:08
#Covid, il cardinale Gualtiero #Bassetti, presidente della Cei, è stabile. Ma persiste un 'quadro clinico grave' #ANSA #coronavirus @UCSCEI https://t.co/8joKXtOXHx;17;5;2020-11-04 15:13
Con il #Dpcm torna l'autocertificazione in tutta #Italia #ANSA #coronavirus https://t.co/zUldBkulQU;172;38;2020-11-04 16:09
#Coronavirus,  30.550 nuovi casi, 352 le vittime #ANSA https://t.co/YjvdeNO0A7;80;26;2020-11-04 16:13
#Covid: 30.550 nuovi casi, 352 le vittime. Fatti oltre 211mila tamponi, circa 29mila più di ieri #ANSA #coronavirus #salute https://t.co/UcqNGGvDus;25;7;2020-11-04 16:21
#Coronavirus, stabile la crescita dei contagi, conferenza stampa sull'evoluzione epidemiologica, ministero della #Salute - LA DIRETTA #ANSA https://t.co/dQ2UbNV0Y7;23;3;2020-11-04 16:30
#Covid, #Rezza: Regioni più colpite #Lombardia, #Piemonte e #Campania. Le zone rosse ancora in via di valutazione  #ANSA #coronavirus https://t.co/Ug78NkOmGn;28;13;2020-11-04 16:39
#Covid, #Rezza: il trend sembra mostrare una certa stabilizzazione #ANSA https://t.co/RxdbeQZPmt;27;4;2020-11-04 16:51
#Covid, con il #Dpcm torna l'autocertificazione in tutta #Italia. Modulo già sul sito del #Viminale, i controlli saranno a campione #ANSA https://t.co/E3IroRGyUn;57;24;2020-11-04 17:24
#Covid, al cimitero di #Lambrate viavai di carri funebri come a marzo. Sepolture di nuove in aumento a #Milano, cresce l'acquisto di fiori finti per i defunti in previsione  #ANSA https://t.co/RC3jgGNpp1;32;11;2020-11-04 17:34
#Covid, tutte le misure in vigore da venerdì. Il premier #Conte terrà stasera una conferenza stampa per illustrare le nuove misure del #Dpcm #ANSA #coronavirus https://t.co/bFblMw8TVz;57;17;2020-11-04 18:18
#Dpcm, #Zingaretti: 'Bene le nuove regole, il nemico è il virus, non le restrizioni'. Il segretario del Pd: àCon la responsabilità di tutti possiamo farcela ancora e sono sicuro che ce la faremo' - VIDEO #ANSA #coronavirus https://t.co/TwcyxRiM7A;41;5;2020-11-04 19:20
Le misure in vigore da venerdì. Conferenza di #Conte - LA DIRETTA #ANSA #coronavirus https://t.co/T0x75qkPMm;16;2;2020-11-04 19:26
#Conte: in alcune regioni soglie critiche intensive. La conferenza del presidente del Consiglio #ANSA @GiuseppeConteIT #coronavirus https://t.co/2pms4vdThj;14;7;2020-11-04 19:30
#Conte: #Lazio, #Campania, #EmiliaRomagna, #Liguria in area gialla. Anche #Abruzzo e #Basilicata. Il premier illustra le misure del #Dpcm #ANSA #coronavirus https://t.co/tvGzhgoBtY;42;10;2020-11-04 19:35
Istituita la giornata del personale sanitario vittime del #Covid #ANSA #coronavirus https://t.co/Wa1IsHv9Ln;72;12;2020-11-04 19:36
#Conte: #Lombardia, #Piemonte, #Calabria e #ValledAosta zone rosse. Il premier illustra le misure del #Dpcm #ANSA #coronavirus @GiuseppeConteIT https://t.co/E94lhaFMKc;33;13;2020-11-04 19:43
#Covid, ospedale San Camillo: 'Criticità fisiologiche, non panico'. Il direttore generale del nosocomio romano: 'Di fronte a una pandemia come questa, la riorganizzazione richiede dei tempi' - VIDEO #ANSA #coronavirus  https://t.co/xX1PRdXLeX;15;6;2020-11-04 19:48
#Conte: ordinanze di #Speranza né arbitrarie né discrezionali  #ANSA #coronavirus @GiuseppeConteIT https://t.co/YJdrUQyEsa;26;10;2020-11-04 19:52
#Covid, le zone rosse del nuovo #Dpcm. Il premier #Conte illustra le misure #ANSA #coronavirus @GiuseppeConteIT https://t.co/W4E1gmZQxz;35;10;2020-11-04 20:13
#Covid, la mappa delle misure nelle Regioni  #ANSA https://t.co/rK1H00RpA1;134;80;2020-11-04 20:56
La sindaca di #Roma Virginia Raggi positiva al Covid: 'Sto bene e al momento non ho alcun sintomo. Continuerò a lavorare da casa' #ANSA https://t.co/gZiZLcfdgz;160;31;2020-11-04 22:26
#Covid, oltre 48 milioni di contagi al mondo https://t.co/Lh05cLSX8n;9;7;2020-11-05 03:59
#Covid, la mappa delle misure nelle Regioni #ANSA https://t.co/NVvFtn4NT0;113;54;2020-11-05 07:00
#Covid Oltre 48 milioni di contagi al mondo In Usa quasi 9,5 milioni casi. Decessi totali sono 1,25 milioni #ANSA https://t.co/eDI3xFfZoB;25;10;2020-11-05 09:48
#Ue: le stime sul #Pil, economia dell'#Italia non tornerà ai livelli pre-#pandemia nel 2022 - LA DIRETTA #ANSA https://t.co/7py8rrTpOW;11;7;2020-11-05 10:28
#Covid, al #Trivulzio di #Milano 64 dipendenti #positivi Ma nuovi #tamponi, 7 i pazienti contagiati e molti falsi positivi #ANSA   https://t.co/Kfl4Mrutpi;18;11;2020-11-05 10:37
