descrizione,likes,retweets,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L'evoluzione della situazione #coronavirus in #Europa è ""molto preoccupante"". Lo ha detto il direttore dell'ufficio regionale dell'#Oms, Hans Kluge, nel corso di un briefing sul Covid-19.
#ANSA #15ottobre #pandemia #coprifuoco
https://t.co/CU2t6lOsBh",12,8,2020-10-15,11:59:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid, #Oms: 'La situazione in Europa è molto preoccupante' @WHO 
#ANSA
https://t.co/y7seMwxhtK",29,16,2020-10-15,11:07:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid, blocco stradale nel Napoletano contro il minilockdown. 
Fino al 23 ottobre dopo impennata #contagi #ANSA #15ottobre #lockdown 
https://t.co/pq7UtMEEZL",11,6,2020-10-15,10:02:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Coronavirus: record di morti in #Russia, 286 in 24 ore
Allarme #positivi anche in #Germania, #Londra passerà al livello di ""allerta alta"" da sabato. #ANSA #15ottobre #coprifuoco
https://t.co/DB3pjhHbEB https://t.co/KkTD7YKcnk",26,18,2020-10-15,09:48:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid, Il governatore del #Piemonte #Cirio chiede  test rapidi ai valichi di confine con la #Francia 'per garantire il presidio massimo e assoluto dei territori'. #ANSA #15ottobre 
https://t.co/Kylk582kA2",30,8,2020-10-15,09:25:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quattro calciatori del Parma positivi, la squadra in isolamento #Coronavirus
#ANSA
https://t.co/NXU2vodke4",18,8,2020-10-15,07:01:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Da #Cr7 a #Fognini, ecco gli atleti positivi al #Coronavirus - #VIDEO
#ANSA
https://t.co/oF9s9WMVYD",5,5,2020-10-15,06:10:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Coronavirus, record di contagi in Italia, si teme #lockdown a Natale
#ANSA
https://t.co/DaTBCB0vru",23,14,2020-10-15,05:20:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Coronavirus, record di contagi in Italia, si teme #lockdown a Natale
#ANSA
https://t.co/1xscryU3Ng",115,43,2020-10-14,21:53:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anche il figlio di Donald e Melania Trump è stato positivo al #Coronavirus. Ora sta bene, spiega la madre
#ANSA
https://t.co/RNTFxKKfiR",26,3,2020-10-14,21:14:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid, la linea dura di #Macron. Coprifuoco in molte città francesi
#ANSA
https://t.co/C0SoAIUogT",32,18,2020-10-14,19:59:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Coronavirus, il nodo del trasporto pubblico. Ipotesi di nuovi scaglionamenti per le scuole
#ANSA
https://t.co/f3fNiqMQE7",22,6,2020-10-14,19:30:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid, in Gran Bretagna ancora record, sfiorati i 20mila casi in 24 ore
#ANSA
https://t.co/Mq3CdyCazP",29,24,2020-10-14,19:02:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaValledAosta:,COVID-19,,il,punto,in,Valle,d'Aosta.,Cento,casi,positivi,in,più,in,3,giorni,ricoverata,quattordicenne,#ANSA,https://t.…,0,11,2020-10-14,19:00:22,,,,,,,,,,,,,,,,,,,,,,,,
"RT @AnsaTrentinoAA: &gt;ANSA-IL-PUNTO/COVID, tre morti in una Rsa in Trentino. Aumentano in Alto Adige contagi e ricoveri |#ANSA https://t.co/…",0,6,2020-10-14,18:59:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaToscana:,COVID,,il,punto,in,Toscana.,Oltre,11000,tamponi,in,un,giorno.,Giani,stop,visite,parenti,Rsa,#ANSA,https://t.co/vepDhhWwbP,0,5,2020-10-14,18:58:48,,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaSicilia:,Covid:,366,nuovi,positivi,in,Sicilia.,Due,deceduti,,54,guariti,|,#ANSA,https://t.co/cBkgdGirZX,0,7,2020-10-14,18:58:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaMarche:,Covid:,nelle,Marche,72,ricoverati,,6,in,24ore.,Oggi,i,positivi,(degenti,più,isolati),sono,1537,https://t.co/JFGikBbZFW,0,8,2020-10-14,18:55:55,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaRomaLazio:,Covid:,nel,Lazio,record,di,tamponi,,15mila,e,500.,543,i,casi,positivi,,5,decessi,e,112,guariti,#ANSA,https://t.co/8PdSZw…,0,10,2020-10-14,18:54:39,,,,,,,,,,,,,,,,,,,,,
"#Covid, 4 calciatori del #Parma positivi, squadra in isolamento
#ANSA
https://t.co/JarRC6sPzr",18,11,2020-10-14,18:53:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Francia, il presidente Macron parla in diretta tv alla nazione: Stato d'emergenza da venerdì e #coprifuoco dalle 21, a partire da sabato, nella regione di #Parigi e nelle città ad alto rischio.   #ANSA 
#14ottobre @EmmanuelMacron #covid #France #pandemia
https://t.co/Hk9ErQFgLs",54,38,2020-10-14,18:50:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @Ansa_Fvg: &gt;ANSA-IL PUNTO/COVID: 182 nuovi contagi, è record in Fvg. Fedriga, no test a primo starnuto, evitare blocco scuola #ANSA http…",0,9,2020-10-14,18:34:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@Ansa_ER:,Covid:,in,E-R,4,morti,e,ricoveri,in,crescita.,Alcune,case,di,riposo,chiudono,le,porte,ai,visitatori,#ANSA,https://t.co/EpLbz61…,0,9,2020-10-14,18:33:58,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaCalabria:,Covid:,aumentano,ancora,positivi,in,Calabria,,da,44,a,60.,Più,casi,attivi,,da,798,a,846,.Eseguiti,228678,tamponi,|#ANSA…,0,5,2020-10-14,18:33:37,,,,,,,,,,,,,,,,,,,,
RT @AnsaBasilicata: &gt;ANSA-IL-PUNTO/COVID:rallenta aumento positivi in Basilicata. Oggi è cominciata la distribuzione dei vaccini anti-influ…,0,5,2020-10-14,18:32:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaAbruzzo:,Covid:il,punto,in,Abruzzo,126,casi,e,70,positivi,in,Rsa,https://t.co/BRHDM3SYU6,0,13,2020-10-14,18:29:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Da #Cr7 a #Fognini, ecco tutti gli atleti positivi al #Coronavirus - #VIDEO
#ANSA
https://t.co/MnTMEEgGJu",4,3,2020-10-14,18:25:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid,  media: i ristoranti in #Germania chiuderanno alle 23. Obbligo di #mascherina nelle zone dove si registra un aumento dei casi. #ANSA #14ottobre #pandemia 
https://t.co/Hk9ErQFgLs",22,19,2020-10-14,17:36:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid,  media: '#Macron annuncerà il coprifuoco a #Parigi
e  in altre città dove è  massima allerta. Scatterà la sera alle 21'.  #ANSA #14ottobre #Francia #France @EmmanuelMacron 
https://t.co/Hk9ErQFgLs",21,22,2020-10-14,17:29:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @AnsaVeneto: &gt;ANSA-IL-PUNTO/COVID:Veneto,boom contagi,scoppia caso Immuni. In un giorno +657 casi,Usl finora non hanno inserito dati in…",0,11,2020-10-14,17:12:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Italia e #Olanda al cimitero di #Bergamo, omaggio alle vittime del #Covid. Deposte corone fiori con #Mancini, #Vialli, #Oriali, #Percassi e #Gori. #ANSA #14ottobre @giorgio_gori @robymancio
https://t.co/ehoDCS0sry",19,11,2020-10-14,16:31:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid:  in #Francia, da venerdì torna lo stato d'emergenza. Era scaduto il 9 luglio e non era stato prorogato. #ANSA #14ottobre #pandemia #France
https://t.co/Hk9ErQFgLs",28,19,2020-10-14,16:09:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@Agenzia_Ansa:,La,ministra,dell'Istruzione,Lucia,#Azzolina,ribadisce,che,le,scuole,resteranno,aperte.,'Sono,già,in,atto,misure,adeguate…,0,11,2020-10-14,15:11:27,,,,,,,,,,,,,,,,,,,,,,,,,,
"Record contagi in Italia, 7.332 casi in un giorno +++ FLASH #Coronavirus
#ANSA
https://t.co/2Bpr9ABmrH",144,59,2020-10-14,15:06:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Con 29.048 tamponi effettuati,  sono 1.844 i nuovi positivi registrati in Lombardia, di questi 1032 a Milano #Coronavirus
#ANSA
https://t.co/E8OhrVawt7",19,12,2020-10-14,14:55:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"La ministra dell'Istruzione Lucia #Azzolina ribadisce che le scuole resteranno aperte. 'Sono già in atto misure adeguate per la #didattica in presenza', ha sottolineato. #ANSA #14ottobre @AzzolinaLucia #scuola #lockdown2 #pandemia #covid
https://t.co/OOlNVP0RIn",43,11,2020-10-14,14:48:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Il presidente Mattarella ha ringraziato il governo per il lavoro fatto sinora sul Recovery fund spronando a mettere in campo la massima efficienza e rapidità.

#ANSA #Mattarella #Recovery #Conte #coronavirus #Covid  @Quirinale @GiuseppeConteIT

https://t.co/Kay1d3fKSB",31,17,2020-10-14,13:50:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Valuto che ci rimangono quindici giorni per mettere in campo misure utili per invertire la tendenza"".  Così il responsabile del reparto Malattie infettive dell'ospedale Sacco di Milano, Massimo Galli.

#ANSA #Covid #Coronaviris #Galli 

https://t.co/3OhVr4a0Yr",38,23,2020-10-14,13:38:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funerali del papà di #Totti: in 30 alle esequie di Enzo, ""Lo sceriffo"". Cerimonia in forma ristretta per norme Covid, c'era anche Bruno. Guarda le foto e il video  #Conti. #ANSA  @OfficialASRoma @Totti #14ottobre
https://t.co/of0IRlEFy4",17,5,2020-10-14,13:28:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fabio #Fognini è risultato positivo al Covid-19.  E'  l'esito del tampone effettuato sul tennista azzurro all'#Open in corso a #Cagliari.
#ANSA #14ottobre @fabio_fognini #tennis 
https://t.co/SlauBYqW60",16,6,2020-10-14,12:48:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anche il tennista Fabio #Fognini è risultato positivo al #Covid
#ANSA
 https://t.co/e8VSvuTFRT",25,8,2020-10-14,12:31:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Il virologo #Crisanti: '#Lockdown a Natale? Credo sia nell'ordine delle cose' #Coronavirus #Covid
#ANSA
https://t.co/btHnx7RD34",65,29,2020-10-14,12:26:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L'ultima cena con gli apostoli sanzionati dai poliziotti e la conta dei sette nani. Sui social si scatena l'ironia sulle misure anti-Covid previste nell'ultimo Dpcm.

#ANSA #Dpcm #covid #coronavirus 

https://t.co/oHTG2ygSoB",32,12,2020-10-14,12:19:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emergenza #Covid, non solo calcetto, anche anche s'istrumpa e tango nella lista dei divieti. Pubblicato sulla Gazzetta Ufficiale   
il decreto del ministro dello sport @vinspadafora 
#ANSA
https://t.co/BbjuvZhT2D",26,10,2020-10-14,10:56:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid, l'Irlanda del nord chiude scuole e pub. Per 2 e 4 settimane, limiti anche a matrimoni e funerali 
#coronavirus #ANSA
https://t.co/VlBy7VzYaG",32,26,2020-10-14,10:42:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid: superati i 38 milioni di #casi nel mondo.  Le #vittime sono 1.086.399
#coronavirus  #ANSA
https://t.co/LORYcAqGvn",10,8,2020-10-14,09:26:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Potremo trovarci dalle attuali poche decine di pazienti ricoverati alle centinaia. Una situazione che potrebbe diventare esplosiva"". A sostenerlo è il direttore della terapia intensiva dell'ospedale Sacco di Milano, Emanuele Catena

#ANSA #Covid  #Milano

https://t.co/e7pNeAF6pu",15,14,2020-10-14,09:23:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dai viaggiatori ""randagi"" attratti dalle destinazioni che garantiscono ""divertimento"" agli ""opportunisti"" alla ricerca di promozioni. Al TTG Travel Experience di Rimini si parlerà dei 16 profili dei turisti post Covid

#ANSA #turismo #Covid @TtgExpo 

https://t.co/ETJKg3ys6U",5,3,2020-10-14,08:59:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alessia Marcuzzi positiva al Covid-19. La showgirl: ""Tutta la famiglia è risultata negativa, io sono risultata leggermente positiva"". Salta la diretta in tv a Le Iene. 
#ANSA #Covid #coronavirus #Marcuzzi @lapinella @redazioneiene

https://t.co/D8G7u62J1I",16,6,2020-10-14,08:56:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azzurri: #ElShaarawy negativo al tampone di controllo.
dopo l'esito positivo di quello a cui si è sottoposto lunedì sera nel ritiro della Nazionale a Bergamo  #Covid #ANSA
https://t.co/YmDbZzYfsM https://t.co/FNeD1bhfg7",17,4,2020-10-14,06:30:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Il ritorno di #Trump: 'Sono immune ora. Mi sento forte. Vi bacerò tutti' #Covid #ANSA
https://t.co/91gFdfAA4l https://t.co/63HHXna32R",28,12,2020-10-14,06:15:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anche #CristianoRonaldo positivo al #Covid
 #Ronaldo #CR7 #ANSA
https://t.co/O45YdpX4gj https://t.co/x8IGWMVlfb",20,6,2020-10-14,06:00:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Conte: 'Non manderemo le forze di polizia nelle abitazioni
private, però dobbiamo assumere comportamenti prudenti' #Covid #ANSA
https://t.co/Fbo3SdlScS https://t.co/g2gtnwuWxp",72,15,2020-10-14,05:45:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quasi 6mila casi in 24 ore. Schizzano le terapie intensive. L'allarme dei medici: se i casi aumentano la tenuta degli ospedali non oltre due mesi  #Covid #ANSA
https://t.co/WbjAffD4aK https://t.co/YmPg0gEzv9",79,45,2020-10-14,05:30:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@Ansa_Piemonte:,Covid,in,Piemonte,,8,ricoveri,in,terapia,intensiva.,Contagi,588,,numero,più,alto,di,tamponi:,oltre,9000,#ANSA,https://…,0,7,2020-10-13,20:25:46,,,,,,,,,,,,,,,,,,,,,,
"Azzurri: #ElShaarawy negativo al tampone di controllo.
dopo l'esito positivo di quello a cui si è sottoposto ieri sera nel ritiro della Nazionale a Bergamo  #Covid #ANSA
https://t.co/SMqHEHolNE",18,3,2020-10-13,19:19:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Coronavirus #lockdown parziale in #Olanda, chiusi bar e ristoranti. Il premier #Rutte: 'scelta dolorosa ma necessaria. In #Gb 143 morti in 24 ore, è record da giugno #ANSA 
https://t.co/jgi0NspZSA",65,52,2020-10-13,18:51:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Primo caso in Nazionale: #ElShaarawy è positivo. Medico degli azzurri: 'Ma la carica è virale bassa, potrebbe anche essere un falso positivo'  #Covid #ANSA
https://t.co/BCn6EfGc3P https://t.co/BUrXpkHUbB",25,6,2020-10-13,18:00:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @Ansa_Piemonte: &gt;ANSA-IL-PUNTO/COVID, a Città Salute pronti nuovi reparti. ""Situazione sotto controllo"". Piemonte, +8 terapie intensive…",0,9,2020-10-13,17:43:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RT @ANSA_Motori: Coronavirus, l'allarme del servizio pubblico: 'Trasporti a rischio con riempimento sotto l'80%'
#ANSAmotori https://t.co/1…",0,6,2020-10-13,17:36:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaSardegna:,Covid:,Sardegna,,pressione,cresce,ma,sistema,ospedali,regge.,In,Aula,assessore,Sanità,riferirà,su,numero,posti,attivati,#…,0,9,2020-10-13,17:13:49,,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaSicilia:,Covid:,in,Sicilia,334,nuovi,positivi,,oltre,8,mila,i,tamponi.,Due,morti,e,due,ricoveri,in,più,in,terapia,intensiva,|,#ANSA…,0,12,2020-10-13,17:12:56,,,,,,,,,,,,,,,,,,,
RT,@AnsaPuglia:,Covid:,180,positivi,in,Puglia,,due,decessi.,92,casi,in,provincia,di,Bari,#ANSA,https://t.co/RT4Ob7h9L3,0,10,2020-10-13,17:12:18,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaCalabria:,Covid:,in,Calabria,un,posto,occupato,sui,60,di,rianimazione.,In,un,mese,raddoppiati,casi,attivi,ma,ricoverati,calati,di,2…,0,8,2020-10-13,17:11:10,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaAbruzzo:,Covid:,146,casi,in,Abruzzo,è,secondo,dato,più,alto,di,sempre,https://t.co/JeW4R1hH0f,0,14,2020-10-13,17:04:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaMarche:,Covid,,nelle,Marche,82,positivi,nelle,ultime,24ore.,16,sintomatici,,39,contatti,in,casa,o,stretti,https://t.co/3taH8qoUXh,0,9,2020-10-13,17:00:53,,,,,,,,,,,,,,,,,,,,,,,,
RT,@Ansa_ER:,Covid:,in,E-R,341,casi,e,due,morti,,crescono,i,ricoveri.,Sono,sei,in,più,di,ieri,i,pazienti,in,terapia,intensiva,#ANSA,https:/…,0,11,2020-10-13,16:59:26,,,,,,,,,,,,,,,,,,
"RT @AnsaVeneto: &gt;ANSA-IL-PUNTO/COVID: Veneto,+485 casi, ma ospedali reggono. Zaia, didattica a distanza scuole aiuterebbe trasporto pubblic…",0,8,2020-10-13,16:57:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT,@Ansa_Fvg:,Covid:,Fvg,,riaperta,terapia,intensiva,a,Trieste.,All'ospedale,Cattinara.,Riccardi,,a,Udine,utilizzati,tutti,posti,#ANSA,http…,0,18,2020-10-13,16:57:02,,,,,,,,,,,,,,,,,,,,,,,,
RT,@AnsaValledAosta:,Covid:,altri,33,nuovi,casi,positivi,in,Valle,d'Aosta.,Ora,sono,258,,salgono,a,11,i,ricoverati,(3,in,terapia,intensiva)…,0,9,2020-10-13,16:55:01,,,,,,,,,,,,,,,,,,,,,
"#CR7 positivo al #coronavirus. Il fuoriclasse bianconero in isolamento a #Lisbona - VIDEOGRAFICA
@Cristiano 
#ANSA
https://t.co/DZw3odHw7U",9,10,2020-10-13,16:41:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Professor  Cambieri del Gemelli di Roma: 'Ondata significativa, dal primo agosto mai segno meno'  #Coronavirus #Covid  VIDEO
#ANSA 
https://t.co/vt8LwTFUUe",18,11,2020-10-13,16:28:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid: quasi 6mila casi in un giorno, 41 le vittime. Oltre 112mila tamponi, 27mila più di ieri. Schizzano le terapie intensive, +62 in 24 ore
#ANSA
https://t.co/VF27U1nYeU",99,54,2020-10-13,15:19:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Cr7 positivo al #coronavirus. E' in isolamento e asintomatico. Lo annuncia la federcalcio portoghese a poche ore dalla partita con la #Svezia #calcio @Cristiano
#ANSA
https://t.co/vHbloYAQja",41,19,2020-10-13,14:35:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Coronavirus, sindaco #Khan, a #Londra nuova stretta inevitabile. 'Tutti gli indicatori lo suggeriscono'
#ANSA @SadiqKhan
https://t.co/QonlZmortp",10,8,2020-10-13,14:04:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Coronavirus, Johnson &amp; Johnson sospende la sperimentazione per il #vaccino. E' accaduto dopo che uno dei partecipanti si e' ammalato. La multinazionale farmaceutica: 'Nel volontario malattia con cause da definire' #ANSA
https://t.co/tKRnllGMLY",16,22,2020-10-13,13:40:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Coronavirus, in #Russia record di morti e infezioni. In #Belgio contagi +79% in una settimana. #Olanda va verso la chiusura totale dei ristoranti. Allarme ricoveri nelle terapie intensive a #Parigi. #Macron studia una nuova stretta #ANSA
https://t.co/S4CE2mnaKg",37,26,2020-10-13,13:12:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid e lavoro, le precisazioni dell' #Inps. Ecco i casi nei quali verrà riconosciuta la malattia - VIDEOGRAFICA
#ANSA
https://t.co/Abas2Stcu2",7,8,2020-10-13,12:02:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Coronavirus, focolaio a #Mortara, 56 suore positive #ANSA
https://t.co/SZhaM7fD52",33,31,2020-10-13,11:54:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Milan, #Bonera positivo al #coronavirus. E' collaboratore tecnico di #Pioli, negativi tutti i tamponi effettuati al gruppo squadra #calcio #ANSA
https://t.co/ZQ0jVlgrK9",8,3,2020-10-13,11:39:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Tamponi rapidi dai pediatri, Biasci (Fimp): 'Servono chiarimenti, famiglie confuse'. 'Gli studi dei pediatri non sono attrezzati come un pronto soccorso' - VIDEO
#coronavirus #ANSA
https://t.co/0LzWHgW7Yi",5,7,2020-10-13,10:39:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecco il nuovo #Dpcm, divieto di feste private e stretta sulla #movida. #Conte e #Speranza raggiungono l'accordo con le Regioni - VIDEO
#coronavirus #ANSA
https://t.co/CSoSYwEuZH",9,5,2020-10-13,10:36:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quali sono i test per trovare il #Covid-19. Ne esistono di due tipi e sono realizzabili in pochi minuti - VIDEO
#ANSA #coronavirus
https://t.co/vqEm0B26Zp",4,4,2020-10-13,10:32:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Covid-19,Il,nuovo,#dpcm:,divieto,di,feste,private,e,stretta,sulla,movida,VIDEO,#ANSA,ttp://ow.ly/mW5130reHhm,20,5,2020-10-13,10:10:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Covid-19 Johnson &amp; Johnson sospende la sperimentazione per il #vaccino #ANSA https://t.co/cFGLFPf4Go,21,20,2020-10-13,10:00:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quali,sono,i,test,per,trovare,il,#Covid-19,VIDEO,#ANSA,https://t.co/3a54bOG9Kr,5,2,2020-10-13,09:48:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Giro,Positivi,al,#Covid,due,ciclisti,e,sei,persone,di,staff,@giroditalia,#ANSA,https://t.co/JsSEKQqSUc,14,15,2020-10-13,08:50:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMERGENZA COVID - Stop alle gite scolastiche,mascherine anche in casa
#ANSA https://t.co/JTcPEBvP8k",24,9,2020-10-13,05:50:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Coronavirus, record di casi in #Lombardia, oltre 4000 positivi. Circa 36 mila i tamponi, rapporto all' 11% 
#ANSA
https://t.co/r5mdc7uCin",29,8,2020-10-21,13:20:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mascherine e distanza abbassano 1000 volte la carica virale #Coronavirus
#ANSA
https://t.co/MfDOljUZaH",48,33,2020-10-21,13:17:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Covid, Irbm di Pomezia conferma: prime dosi di #vaccino entro dicembre 
#ANSA
https://t.co/tRLGJT6FoG",30,10,2020-10-21,12:50:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neonata con #Covid in ospedale, la madre è irreperibile
#ANSA
https://t.co/vX8Jx1KtuR",10,10,2020-10-21,12:45:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
